model_name,lambda_b,epoch,run_id,max_chars,id_x,passkey_retrieval_acc,perplexity_score,model_response,id_y,peak_vram_mb,ttft_ms,tpot_ms,cache_retention_pct,final_cache_size_mb
./Meta-Llama-3.1-8B-bnb-4bit,0.0006040816326530613,1,granular_search_20260328_171141,4000.0,797.0,1.0,1.1875," 84729.
",797.0,8595.60986328125,157.16242790222168,48.88547094244706,1.0,44.86328125
./Meta-Llama-3.1-8B-bnb-4bit,0.0006428571428571429,1,granular_search_20260328_171141,4000.0,798.0,1.0,1.1875," 84729.
",798.0,8595.60986328125,153.4900665283203,51.09372891877827,1.0,44.84375
./Meta-Llama-3.1-8B-bnb-4bit,0.0006816326530612245,1,granular_search_20260328_171141,4000.0,799.0,1.0,1.1875," 84729.
",799.0,8595.60986328125,158.08629989624023,50.28853918376722,1.0,44.66796875
./Meta-Llama-3.1-8B-bnb-4bit,0.0007,1,default,4000.0,972.0,1.0,1.1953125," 84729.
",972.0,8595.60986328125,162.41121292114258,49.742799056203744,1.0,44.765625
./Meta-Llama-3.1-8B-bnb-4bit,0.0007204081632653062,1,granular_search_20260328_171141,4000.0,800.0,1.0,1.1953125," 84729.
",800.0,8595.60986328125,155.10845184326172,49.65374344273617,1.0,44.7421875
./Meta-Llama-3.1-8B-bnb-4bit,0.0007591836734693879,1,granular_search_20260328_171141,4000.0,801.0,1.0,1.1953125," 84729.
",801.0,8595.60986328125,152.34923362731934,50.13612696998998,1.0,44.96484375
./Meta-Llama-3.1-8B-bnb-4bit,0.0007979591836734694,1,granular_search_20260328_171141,4000.0,802.0,1.0,1.1953125," 84729.
",802.0,8595.60986328125,155.1229953765869,49.970225283974095,1.0,45.015625
./Meta-Llama-3.1-8B-bnb-4bit,0.0008,1,default,4000.0,973.0,1.0,1.1953125," 84729.
",973.0,8595.60986328125,158.8759422302246,49.47315182602197,1.0,45.06640625
./Meta-Llama-3.1-8B-bnb-4bit,0.0008367346938775511,1,granular_search_20260328_171141,4000.0,803.0,1.0,1.203125," 84729.
",803.0,8595.60986328125,157.18412399291992,50.790912226626745,1.0,45.0546875
./Meta-Llama-3.1-8B-bnb-4bit,0.0008755102040816327,1,granular_search_20260328_171141,4000.0,804.0,1.0,1.203125," 84729.
",804.0,8595.60986328125,154.51836585998535,52.66435522782175,1.0,44.859375
./Meta-Llama-3.1-8B-bnb-4bit,0.0009,1,default,4000.0,1005.0,1.0,1.203125," 84729.
",1005.0,8595.60986328125,156.4807891845703,49.28705566807797,1.0,44.96875
./Meta-Llama-3.1-8B-bnb-4bit,0.0009142857142857144,1,granular_search_20260328_171141,4000.0,805.0,1.0,1.203125," 84729.
",805.0,8595.60986328125,152.80628204345703,114.99566780893426,1.0,45.0390625
./Meta-Llama-3.1-8B-bnb-4bit,0.000953061224489796,1,granular_search_20260328_171141,4000.0,806.0,1.0,1.2109375," 84729.
",806.0,8595.60986328125,152.79364585876465,50.3633649725663,1.0,44.859375
./Meta-Llama-3.1-8B-bnb-4bit,0.0009918367346938776,1,granular_search_20260328_171141,4000.0,807.0,1.0,1.2109375," 84729.
",807.0,8595.60986328125,154.91390228271484,50.40102255971808,1.0,44.875
./Meta-Llama-3.1-8B-bnb-4bit,0.001,1,default,4000.0,956.0,1.0,1.2109375," 84729.
",956.0,8595.60986328125,156.5685272216797,50.09674189383524,1.0,44.66015625
./Meta-Llama-3.1-8B-bnb-4bit,0.001,1,granular_search_20260328_110013,16000.0,238.0,1.0,1.1640625,,238.0,10411.8505859375,166.83077812194824,58.025008753726354,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001,1,granular_search_20260328_134330,16000.0,453.0,1.0,1.2109375,,453.0,10411.89453125,160.24231910705566,51.842175031963144,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001,1,granular_search_20260328_152919,16000.0,621.0,1.0,1.2109375," 84729
e
e
e
e
e
e
e
e
",621.0,10411.89453125,157.02462196350098,53.566794646413705,1.0,30.43359375
./Meta-Llama-3.1-8B-bnb-4bit,0.001,1,llama3_dry_run,500.0,291.0,1.0,1.2109375,,291.0,8594.935546875,282.2902202606201,57.474726124813685,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0010306122448979593,1,granular_search_20260328_171141,4000.0,808.0,1.0,1.2109375," 84729.
",808.0,8595.60986328125,158.87141227722168,52.649736404418945,1.0,44.7109375
./Meta-Llama-3.1-8B-bnb-4bit,0.00105,1,default,4000.0,1040.0,1.0,1.2109375," 84729.
",1040.0,8595.60986328125,147.81713485717773,46.77471361662212,1.0,44.7265625
./Meta-Llama-3.1-8B-bnb-4bit,0.0010512820512820513,1,granular_search_20260328_152919,16000.0,622.0,1.0,1.2109375, 84729.,622.0,10411.89453125,153.96809577941895,122.81734065005654,1.0,48.28515625
./Meta-Llama-3.1-8B-bnb-4bit,0.0010693877551020408,1,granular_search_20260328_171141,4000.0,809.0,1.0,1.2109375," 84729.
",809.0,8595.60986328125,154.79731559753418,50.85474566409462,1.0,44.69140625
./Meta-Llama-3.1-8B-bnb-4bit,0.0010816326530612246,1,granular_search_20260328_110013,16000.0,239.0,0.0,1.1640625,,239.0,10411.8505859375,222.84841537475586,56.17332458496094,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0010816326530612246,1,granular_search_20260328_134330,16000.0,454.0,1.0,1.21875,,454.0,10411.89453125,147.4909782409668,50.200700759887695,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0011,1,default,4000.0,1007.5,1.0,1.21875," 84729.
",1007.5,8595.60986328125,164.59310054779053,51.20024555607846,1.0,44.83203125
./Meta-Llama-3.1-8B-bnb-4bit,0.0011025641025641025,1,granular_search_20260328_152919,16000.0,623.0,1.0,1.21875, 84729.,623.0,10411.89453125,150.45905113220215,48.642534958688834,1.0,43.38671875
./Meta-Llama-3.1-8B-bnb-4bit,0.0011081632653061225,1,granular_search_20260328_171141,4000.0,810.0,1.0,1.21875," 84729.
",810.0,8595.60986328125,156.00132942199707,49.850827769229284,1.0,44.859375
./Meta-Llama-3.1-8B-bnb-4bit,0.0011469387755102041,1,granular_search_20260328_171141,4000.0,811.0,1.0,1.2265625," 84729.
",811.0,8595.60986328125,159.9409580230713,51.008262132343496,1.0,44.86328125
./Meta-Llama-3.1-8B-bnb-4bit,0.00115,1,default,4000.0,1042.0,1.0,1.21875," 84729.
",1042.0,8595.60986328125,152.50134468078613,47.57719290883917,1.0,44.6796875
./Meta-Llama-3.1-8B-bnb-4bit,0.001153846153846154,1,granular_search_20260328_152919,16000.0,624.0,1.0,1.2265625, The secret passkey is 84729. XENOPHILIS: THE POLITY STR,624.0,10411.89453125,155.67636489868164,45.267356069464434,1.0,28.10546875
./Meta-Llama-3.1-8B-bnb-4bit,0.001163265306122449,1,granular_search_20260328_110013,16000.0,240.0,0.0,1.1640625,,240.0,10411.8505859375,163.67435455322266,56.659861614829616,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001163265306122449,1,granular_search_20260328_134330,16000.0,455.0,1.0,1.2265625,,455.0,10411.89453125,152.9519557952881,49.533944380910775,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0012,1,default,4000.0,1009.0,1.0,1.2265625," 84729.
",1009.0,8595.60986328125,158.23793411254883,48.839368318256575,1.0,44.89453125
./Meta-Llama-3.1-8B-bnb-4bit,0.0012051282051282052,1,granular_search_20260328_152919,16000.0,625.0,1.0,1.2265625, 84729. f our The secret passkey is 84729. f our The secret pass,625.0,10411.89453125,153.8238525390625,120.49146702415065,1.0,26.72265625
./Meta-Llama-3.1-8B-bnb-4bit,0.0012244897959183675,1,granular_search_20260328_171141,4000.0,812.0,1.0,1.234375," 84729.
",812.0,8595.60986328125,159.43455696105957,50.77062155071058,1.0,44.828125
./Meta-Llama-3.1-8B-bnb-4bit,0.0012448979591836735,1,granular_search_20260328_110013,16000.0,241.0,0.0,1.1640625,,241.0,10411.8505859375,182.48558044433594,58.30821238066021,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0012448979591836735,1,granular_search_20260328_134330,16000.0,456.0,1.0,1.234375,,456.0,10411.89453125,138.6094093322754,44.44114785445364,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.00125,1,default,4000.0,1044.0,1.0,1.234375," 84729.
",1044.0,8595.60986328125,156.16321563720703,50.464592481914316,1.0,44.79296875
./Meta-Llama-3.1-8B-bnb-4bit,0.0012564102564102564,1,granular_search_20260328_152919,16000.0,626.0,1.0,1.2421875, The secret passkey is 84729 84729 84729 84729 84729,626.0,10411.89453125,151.23605728149414,46.443901563945566,1.0,23.24609375
./Meta-Llama-3.1-8B-bnb-4bit,0.001263265306122449,1,granular_search_20260328_171141,4000.0,813.0,1.0,1.2421875," 84729.
",813.0,8595.60986328125,157.5155258178711,50.74863684804816,1.0,44.7890625
./Meta-Llama-3.1-8B-bnb-4bit,0.0013,1,default,4000.0,1010.5,1.0,1.2421875," 84729.
",1010.5,8595.60986328125,157.6632261276245,49.505196119609636,1.0,44.89453125
./Meta-Llama-3.1-8B-bnb-4bit,0.0013020408163265306,1,granular_search_20260328_171141,4000.0,814.0,1.0,1.2421875," 84729.
",814.0,8595.60986328125,157.86981582641602,49.886741136249746,1.0,44.85546875
./Meta-Llama-3.1-8B-bnb-4bit,0.0013076923076923077,1,granular_search_20260328_152919,16000.0,627.0,0.0,1.2421875, The secret passkey is is is is is is is is is is is is is is is is,627.0,10411.89453125,152.33850479125977,45.69512919375771,1.0,25.71875
./Meta-Llama-3.1-8B-bnb-4bit,0.001326530612244898,1,granular_search_20260328_110013,16000.0,242.0,0.0,1.1640625,,242.0,10411.8505859375,168.39075088500977,57.770917290135436,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001326530612244898,1,granular_search_20260328_134330,16000.0,457.0,0.0,1.25,,457.0,10411.89453125,142.46463775634766,49.21589399638929,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0013408163265306123,1,granular_search_20260328_171141,4000.0,815.0,1.0,1.25," 84729.
",815.0,8595.60986328125,158.6306095123291,51.06051344620554,1.0,44.9609375
./Meta-Llama-3.1-8B-bnb-4bit,0.0013589743589743591,1,granular_search_20260328_152919,16000.0,628.0,0.0,1.25, The secret secret secret secret secret secret secret secret secret secret secret secret secret secret secret secret secret secret secret,628.0,10411.89453125,148.1170654296875,113.13398260819285,1.0,28.4375
./Meta-Llama-3.1-8B-bnb-4bit,0.001379591836734694,1,granular_search_20260328_171141,4000.0,816.0,1.0,1.2578125," 84729.
",816.0,8595.60986328125,157.66572952270508,49.97858248258892,1.0,44.90625
./Meta-Llama-3.1-8B-bnb-4bit,0.0014,1,default,4000.0,1011.5,1.0,1.2578125," 84729.
",1011.5,8595.60986328125,155.88831901550293,49.038253332439226,1.0,44.98046875
./Meta-Llama-3.1-8B-bnb-4bit,0.0014081632653061226,1,granular_search_20260328_110013,16000.0,243.0,0.0,1.1640625,,243.0,10411.8505859375,208.4665298461914,68.3992536444413,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0014081632653061226,1,granular_search_20260328_134330,16000.0,458.0,0.0,1.2578125,,458.0,10411.89453125,153.77092361450195,48.76712748878881,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0014102564102564104,1,granular_search_20260328_152919,16000.0,629.0,0.0,1.2578125, What is the secret passkey? Answer: Answer: Answer: Answer: Answer: Answer: Answer,629.0,10411.89453125,150.0260829925537,46.93023782027395,1.0,24.79296875
./Meta-Llama-3.1-8B-bnb-4bit,0.0014183673469387757,1,granular_search_20260328_171141,4000.0,817.0,1.0,1.2578125," 84729.
",817.0,8595.60986328125,155.487060546875,113.86755893104954,1.0,45.12109375
./Meta-Llama-3.1-8B-bnb-4bit,0.0014571428571428572,1,granular_search_20260328_171141,4000.0,818.0,1.0,1.265625," 84729.
",818.0,8595.60986328125,154.76727485656738,51.55319916574579,1.0,44.9921875
./Meta-Llama-3.1-8B-bnb-4bit,0.0014615384615384616,1,granular_search_20260328_152919,16000.0,630.0,0.0,1.265625, What is the secret passkey? Answer: Answer: Answer: Answer: Answer: Answer: Answer,630.0,10411.89453125,151.2162685394287,46.654550652754935,1.0,24.88671875
./Meta-Llama-3.1-8B-bnb-4bit,0.001489795918367347,1,granular_search_20260328_110013,16000.0,244.0,0.0,1.1640625,,244.0,10411.8505859375,158.41341018676758,57.55396893149928,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001489795918367347,1,granular_search_20260328_134330,16000.0,459.0,0.0,1.2734375,,459.0,10411.89453125,143.81766319274902,45.256840555291426,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0014959183673469388,1,granular_search_20260328_171141,4000.0,819.0,1.0,1.2734375," 84729.
",819.0,8595.60986328125,156.48436546325684,48.367650885331,1.0,45.1328125
./Meta-Llama-3.1-8B-bnb-4bit,0.0015,1,default,4000.0,1012.5,1.0,1.2734375," 84729.
",1012.5,8595.60986328125,157.3200225830078,49.716773786042864,1.0,45.0
./Meta-Llama-3.1-8B-bnb-4bit,0.0015128205128205128,1,granular_search_20260328_152919,16000.0,631.0,0.0,1.2734375, What is a a a a a a a a a a a a a a a a a a,631.0,10411.89453125,148.43416213989258,46.1867232071726,1.0,26.13671875
./Meta-Llama-3.1-8B-bnb-4bit,0.0015346938775510205,1,granular_search_20260328_171141,4000.0,820.0,1.0,1.28125," 84729.
",820.0,8595.60986328125,160.25710105895996,49.947249261956465,1.0,45.046875
./Meta-Llama-3.1-8B-bnb-4bit,0.001564102564102564,1,granular_search_20260328_152919,16000.0,632.0,0.0,1.28125, What is a a a a a a a a a a a a a a a a a a,632.0,10411.89453125,146.8665599822998,46.92136613946212,1.0,25.98046875
./Meta-Llama-3.1-8B-bnb-4bit,0.0015714285714285715,1,granular_search_20260328_110013,16000.0,245.0,0.0,1.1640625,,245.0,10411.8505859375,167.00005531311035,56.68631352876362,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0015714285714285715,1,granular_search_20260328_134330,16000.0,460.0,0.0,1.28125,,460.0,10411.89453125,145.1857089996338,46.30549330460398,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0015734693877551022,1,granular_search_20260328_171141,4000.0,821.0,1.0,1.28125," 84729.
",821.0,8595.60986328125,153.04136276245117,49.147856862921465,1.0,45.171875
./Meta-Llama-3.1-8B-bnb-4bit,0.0016122448979591837,1,granular_search_20260328_171141,4000.0,822.0,1.0,1.2890625," 84729.
",822.0,8595.60986328125,158.80823135375977,49.78646730121813,1.0,44.95703125
./Meta-Llama-3.1-8B-bnb-4bit,0.0016153846153846153,1,granular_search_20260328_152919,16000.0,633.0,0.0,1.2890625, What is a a a a a a a a a a a a a a a a a a,633.0,10411.89453125,148.97632598876953,46.73672977246736,1.0,25.88671875
./Meta-Llama-3.1-8B-bnb-4bit,0.0016510204081632653,1,granular_search_20260328_171141,4000.0,823.0,1.0,1.296875," 84729.
the theater, and reading the works of Plato. But he was a man of",823.0,8595.60986328125,154.71506118774414,50.288890537462734,1.0,37.83203125
./Meta-Llama-3.1-8B-bnb-4bit,0.001653061224489796,1,granular_search_20260328_110013,16000.0,246.0,0.0,1.1640625,,246.0,10411.8505859375,157.4244499206543,57.41257416574579,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001653061224489796,1,granular_search_20260328_134330,16000.0,461.0,0.0,1.296875,,461.0,10411.89453125,146.84700965881348,46.02021920053583,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0016666666666666668,1,granular_search_20260328_152919,16000.0,634.0,0.0,1.3046875, What is a a a a a a a a a a a a a a a a a a,634.0,10411.89453125,149.71375465393066,47.05613537838585,1.0,25.78515625
./Meta-Llama-3.1-8B-bnb-4bit,0.001689795918367347,1,granular_search_20260328_171141,4000.0,824.0,1.0,1.3046875," 84729.
the theater, and reading the works of Plato. But he was a man of",824.0,8595.60986328125,155.289888381958,50.643117804276315,1.0,37.76953125
./Meta-Llama-3.1-8B-bnb-4bit,0.001717948717948718,1,granular_search_20260328_152919,16000.0,635.0,0.0,1.3125, What is a a a a a a a a a a a a a a a a a a,635.0,10411.89453125,146.76570892333984,45.98674021269146,1.0,25.578125
./Meta-Llama-3.1-8B-bnb-4bit,0.0017285714285714287,1,granular_search_20260328_171141,4000.0,825.0,1.0,1.3125," 84729.
",825.0,8595.60986328125,157.0277214050293,50.087589966623405,1.0,44.75
./Meta-Llama-3.1-8B-bnb-4bit,0.0017346938775510204,1,granular_search_20260328_110013,16000.0,247.0,0.0,1.1640625,,247.0,10411.8505859375,161.7133617401123,57.32562667445133,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0017346938775510204,1,granular_search_20260328_134330,16000.0,462.0,0.0,1.3203125,,462.0,10411.89453125,146.82722091674805,46.63825035095215,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0017673469387755104,1,granular_search_20260328_171141,4000.0,826.0,1.0,1.328125," 84729.
",826.0,8595.60986328125,154.62565422058105,49.776403527510794,1.0,44.79296875
./Meta-Llama-3.1-8B-bnb-4bit,0.0017692307692307695,1,granular_search_20260328_152919,16000.0,636.0,0.0,1.328125, What is a a a a a a a a a a a a a a a a a a,636.0,10411.89453125,147.27187156677246,45.401573181152344,1.0,25.51171875
./Meta-Llama-3.1-8B-bnb-4bit,0.0018061224489795919,1,granular_search_20260328_171141,4000.0,827.0,1.0,1.34375," 84729.
",827.0,8595.60986328125,152.5132656097412,49.26932485480057,1.0,44.6640625
./Meta-Llama-3.1-8B-bnb-4bit,0.001816326530612245,1,granular_search_20260328_110013,16000.0,248.0,0.0,1.1640625,,248.0,10411.8505859375,161.6077423095703,58.719358946147715,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001816326530612245,1,granular_search_20260328_134330,16000.0,463.0,0.0,1.34375,,463.0,10411.89453125,148.01716804504395,46.22332673323782,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0018205128205128207,1,granular_search_20260328_152919,16000.0,637.0,0.0,1.34375, What is a a a a a a a a a a a a a a a a a a,637.0,10411.89453125,156.34727478027344,49.42901510941355,1.0,25.421875
./Meta-Llama-3.1-8B-bnb-4bit,0.0018448979591836735,1,granular_search_20260328_171141,4000.0,828.0,1.0,1.3515625," 84729.
",828.0,8595.60986328125,156.52203559875488,50.73495915061549,1.0,44.48828125
./Meta-Llama-3.1-8B-bnb-4bit,0.001871794871794872,1,granular_search_20260328_152919,16000.0,638.0,0.0,1.3671875, What is a a a a a a a a a a a a a a a a a a,638.0,10411.89453125,149.12819862365723,47.716429359034485,1.0,25.265625
./Meta-Llama-3.1-8B-bnb-4bit,0.0018836734693877552,1,granular_search_20260328_171141,4000.0,829.0,1.0,1.3671875," 84729.
",829.0,8595.60986328125,162.49871253967285,50.55696085879677,1.0,44.546875
./Meta-Llama-3.1-8B-bnb-4bit,0.0018979591836734695,1,granular_search_20260328_110013,16000.0,249.0,0.0,1.1640625,,249.0,10411.8505859375,161.5738868713379,56.86935625578228,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0018979591836734695,1,granular_search_20260328_134330,16000.0,464.0,0.0,1.375,,464.0,10411.89453125,145.49756050109863,46.45875880592748,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001922448979591837,1,granular_search_20260328_171141,4000.0,830.0,1.0,1.3828125," 84729.
",830.0,8595.60986328125,159.4219207763672,50.119776474802116,1.0,44.30078125
./Meta-Llama-3.1-8B-bnb-4bit,0.0019230769230769232,1,granular_search_20260328_152919,16000.0,639.0,0.0,1.3828125, What is a a a a a a a a a a a a a a a a a a,639.0,10411.89453125,148.39649200439453,47.70843606246145,1.0,24.8828125
./Meta-Llama-3.1-8B-bnb-4bit,0.0019612244897959184,1,granular_search_20260328_171141,4000.0,831.0,1.0,1.3984375," 84729.
",831.0,8595.60986328125,151.9918441772461,50.228194186561986,1.0,44.15234375
./Meta-Llama-3.1-8B-bnb-4bit,0.0019743589743589744,1,granular_search_20260328_152919,16000.0,640.0,0.0,1.40625, What is a a a a a a a a a a a a a a a a a a,640.0,10411.89453125,154.6776294708252,48.09469925729852,1.0,24.671875
./Meta-Llama-3.1-8B-bnb-4bit,0.001979591836734694,1,granular_search_20260328_110013,16000.0,250.0,0.0,1.1640625,,250.0,10411.8505859375,158.05768966674805,56.44533508702328,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.001979591836734694,1,granular_search_20260328_134330,16000.0,465.0,0.0,1.4140625,,465.0,10411.89453125,146.10576629638672,47.49118654351486,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.002,1,default,4000.0,961.3333333333334,1.0,1.421875," 84729.
",961.3333333333334,8595.60986328125,158.92457962036133,50.508528424982444,1.0,44.125
./Meta-Llama-3.1-8B-bnb-4bit,0.002,1,granular_search_20260328_171141,4000.0,832.0,1.0,1.421875," 84729.
",832.0,8595.60986328125,154.7830104827881,49.200974012676035,1.0,44.125
./Meta-Llama-3.1-8B-bnb-4bit,0.0020256410256410257,1,granular_search_20260328_152919,16000.0,641.0,0.0,1.4296875, What is is is is is is is is is is is is is is is is is is is,641.0,10411.89453125,152.51612663269043,47.203829413966126,1.0,24.7734375
./Meta-Llama-3.1-8B-bnb-4bit,0.0020612244897959186,1,granular_search_20260328_110013,16000.0,251.0,0.0,1.1640625,,251.0,10411.8505859375,163.88440132141113,57.24604506241648,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0020612244897959186,1,granular_search_20260328_134330,16000.0,466.0,0.0,1.453125,,466.0,10411.89453125,149.21164512634277,46.25090799833599,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.002076923076923077,1,granular_search_20260328_152919,16000.0,642.0,0.0,1.4609375, What is a a a a a a a a a a a a a a a a a a,642.0,10411.89453125,148.3759880065918,45.94732585706209,1.0,23.98828125
./Meta-Llama-3.1-8B-bnb-4bit,0.002128205128205128,1,granular_search_20260328_152919,16000.0,643.0,0.0,1.4921875, What is a a a a a a a a a a a a a a a a a a,643.0,10411.89453125,163.7420654296875,47.56003931949013,1.0,23.828125
./Meta-Llama-3.1-8B-bnb-4bit,0.002142857142857143,1,granular_search_20260328_110013,16000.0,252.0,0.0,1.1640625,,252.0,10411.8505859375,157.00697898864746,56.913413499530996,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.002142857142857143,1,granular_search_20260328_134330,16000.0,467.0,0.0,1.5,,467.0,10411.89453125,150.57110786437988,47.10374380412855,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0021794871794871794,1,granular_search_20260328_152919,16000.0,644.0,0.0,1.53125, What is a a a a a a a a a a a a a a a a a a,644.0,10411.89453125,153.75399589538574,45.77325519762541,1.0,23.609375
./Meta-Llama-3.1-8B-bnb-4bit,0.0022244897959183673,1,granular_search_20260328_110013,16000.0,253.0,0.0,1.1640625,,253.0,10411.8505859375,176.46336555480957,57.712830995258535,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0022244897959183673,1,granular_search_20260328_134330,16000.0,468.0,0.0,1.5625,,468.0,10411.89453125,145.18165588378906,46.5402226699026,1.0,
./Meta-Llama-3.1-8B-bnb-4bit,0.0022307692307692306,1,granular_search_20260328_152919,16000.0,645.0,0.0,1.5703125, What is the secret passkey? Answer: What is the secret passkey? Answer: What is,645.0,10411.89453125,147.06015586853027,46.031838969180455,1.0,22.34765625
